FID,BID,Latitude,Longitude,BarTyp,IsBarrier,Drop,FRRU,fdy150,fdy300,fdy2000,FACT_AADT,BFW_ft,SalmoMFHU,ShadMFHU,AlBkMFHU,BktMFHU,SalmoP,ShadP,BktP,AleP,BbkP,Cpcty_kW,StrcRD200,StrcRD1000,RsvrVolEst,AlRm5d_skm,fdr150cfs,fdr300cfs,fdr2000cfs,Hazard,ExpPow,ExpCost,RsvrRm_skm,CulvCond,Private,RepDiam_ft,DnCost,area_skm,Qtot_m3,MDIS_m3s_e,NCAP_m3_e,MaxRecurCu,MaxRecurDa,OBJECTID,SiteID,PRIORITY,N_PRIOR,N_CULVCOND,CulvRisk,N_PFLculv,HazEst,DamRisk,OT_RISK,RhP,FLRU,AlRm_5d_sm,Al5Dam,RhHabA,BkTHabA,SalmoHabA,ShadHabA,SLamHabA,EelHabA,wshdIssue,RH_P,ASAL_P,ASHA_P,BKT_P,AE_P,SL_P,Mean_P,overlap,HUC8,HUC12,TOWN,GEOCODE,Lngth_ft,MaxRecurCu_rcp45,CulvRisk_rcp45
4571,25432,46.12904577,-68.93394686,2,1,0,0,0,0,0,140,28.81446439,0,0,0,42652.64677,1,0.959609104,0.94008359,0.214621307,0.393159952,0,0,0,0,0,0,0,0,0,0,0,0,999,0,34.57735727,85561.19924,26.62049361,15.16833777,0,0,21,0,5432,7156,6,1,0.5,2,8.11,0,999,15.60297252,0.303890629,0,0,0,0,42652.64677,0,0,0,0,0,0.442,0.482,0.474,0.442,0.072,0.243,0.359166667,42652.64677,1020002,10200020204,Trout Brook Twp,21826,23.993856,10.27606373,2
4572,25433,46.1952192,-68.91283149,2,1,0,0,0,0,0,0,18.37515291,0,0,0,15671.56899,1,0.981890476,1,0.402364628,0.703947582,0,0,0,0,0,0,0,0,0,0,0,0,999,0,22.05018349,63656.69157,9.350718134,1.979848584,0,0,1,0,5433,7168,7,1,0.5,1,9.91,0,999,7.1425,0.553156105,0,0,0,0,15671.56899,0,0,0,15671.56899,0,0.557,0.586,0.582,0.557,0.122,0.331,0.455833333,31343.13799,1020002,10200020205,Trout Brook Twp,21826,27.992832,1,1
4573,25434,46.18141659,-68.8838632,2,1,0,0,0,0,0,0,12.51323295,0,0,0,4801.825712,1,1,1,0.554856953,0.86138205,0,0,0,0,0,0,0,0,0,0,0,0,999,0,15.01587954,43349.35411,3.826441899,1.979848584,0,0,3,0,5434,7196,7,1,0.5,1,9.73,0,999,7.0525,0.708119501,0,0,0,0,5864.253176,0,0,0,5864.253176,0,0.668,0.684,0.683,0.668,0.207,0.445,0.559166667,11728.50635,1020002,10200020205,Trout Brook Twp,21826,27.992832,2.585032607,1
4574,25435,46.17465478,-68.87587524,2,1,0,0,0,0,0,0,7.032398291,0,0,0,0,0.999999999,1,1,0.784839327,0.978170157,0,0,0,0,0,0,0,0,0,0,0,0,999,0,8.43887795,24362.2032,1.001799955,1.979848584,0,0,86,0,5435,7201,7,1,0.5,1,2.26,0,999,3.3175,0.881504742,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1020002,10200020205,Trout Brook Twp,21826,27.992832,26.9729384,1
4575,25436,46.14841099,-68.87560287,2,1,0,0,0,0,0,140,23.15051728,0,0,0,18511.37742,1,1,1,0.665654604,0.930554011,0,0,0,0,0,0,0,0,0,0,0,0,999,0,27.78062073,71607.04931,16.00184049,15.02477383,0,0,21,0,5436,7202,6,1,0.5,12.5,8.11,0,999,15.60297252,0.798104307,0,0,0,0,25343.90841,0,0,0,0,0,0.755,0.757,0.76,0.755,0.325,0.561,0.652166667,25343.90841,1020002,10200020204,Trout Brook Twp,21826,24.9936,10.27606373,10.27606373
4576,25437,46.16936984,-68.87483844,2,1,0,0,0,0,0,0,21.61739456,0,0,0,30070.65843,0.999999999,1,0.955575735,0.283319428,0.532057992,0,0,0,0,0,0,0,0,0,0,0,0,999,0,25.94087347,74888.72746,13.64478816,1.979848584,0,0,1,0,5437,7203,7,1,0.5,0,9.91,0,999,7.1425,0.40768871,0,0,0,0,30070.65843,0,0,0,30070.65843,0,0.492,0.528,0.521,0.492,0.088,0.274,0.399166667,60141.31686,1020002,10200020205,Trout Brook Twp,21826,27.992832,1,0
4577,25438,46.14101758,-68.85665743,2,1,0,0,0,0,0,0,8.434049363,0,0,0,1487.57001,1,0.999999999,1,0.522971981,0.834287682,0,0,0,0,0,0,0,0,0,0,0,0,999,0,10.12085924,29217.91626,1.528781353,1.979848584,0,0,10,0,5438,7210,7,1,0.5,10,9.1,0,999,6.7375,0.678629832,0,0,0,0,1487.57001,0,0,0,0,0,0.641,0.66,0.659,0.641,0.182,0.415,0.533,1487.57001,1020002,10200020204,Trout Brook Twp,21826,27.992832,6.133856761,6.133856761
4578,25439,46.14107577,-68.85650468,2,1,0,0,0,0,0,0,8.434049363,0,0,0,1487.57001,1,0.999999999,1,0.522971981,0.834287682,0,0,0,0,0,0,0,0,0,0,0,0,999,0,10.12085924,29217.91626,1.528781353,1.979848584,0,0,10,0,5439,7211,7,1,0.5,7,9.1,0,999,6.7375,0.678629832,0,0,0,0,1487.57001,0,0,0,0,0,0.641,0.66,0.659,0.641,0.182,0.415,0.533,1487.57001,1020002,10200020204,Trout Brook Twp,21826,27.992832,6.133856761,6.133856761
4579,25440,46.14099811,-68.85601842,2,1,0,0,0,0,0,0,8.414820483,0,0,0,1487.57001,1,0.999999999,1,0.522971981,0.834287682,0,0,0,0,0,0,0,0,0,0,0,0,999,0,10.09778458,29151.30202,1.52068782,1.979848584,0,0,10,0,5440,7212,7,1,0.5,1,9.1,0,999,6.7375,0.678629832,0,0,0,0,1487.57001,0,0,0,0,0,0.641,0.66,0.659,0.641,0.182,0.415,0.533,1487.57001,1020002,10200020204,Trout Brook Twp,21826,27.992832,6.133856761,1
4580,25441,46.1255423,-68.84935569,2,1,0,0,0,0,0,0,13.97876496,0,0,0,0,1,1,0.978440808,0.451202629,0.762126728,0,0,0,0,0,0,0,0,0,0,0,0,999,0,16.77451796,48426.3687,4.950555098,1.979848584,0,0,2,0,5441,7213,7,1,0.5,2,9.82,0,999,7.0975,0.606664678,0,0,0,0,3422.737702,0,0,0,0,0,0.588,0.614,0.61,0.588,0.141,0.361,0.483666667,3422.737702,1020002,10200020204,Trout Brook Twp,21826,27.992832,1.897483617,1.897483617
4581,25442,46.16452671,-68.84139464,2,1,0,0,0,0,0,140,11.71188658,0,0,0,5089.345999,1,1,1,0.724809226,0.958890599,0,0,0,0,0,0,0,0,0,0,0,0,999,0,14.05426389,39124.21998,3.280588067,12.83155038,0,0,100,0,5442,7214,6,1,0.5,2,1,0,999,6.717338992,0.841849912,0,0,0,0,5089.345999,0,0,0,0,0,0.846,0.835,0.84,0.846,0.542,0.705,0.769,5089.345999,1020002,10200020205,Trout Brook Twp,21826,26.993088,29.88089912,2
4582,25443,46.1610477,-68.83802061,2,0,0,0,0,0,0,0,0.344422834,0,0,0,0,0.999999999,1,1,0.784839327,0.978170157,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0.413307401,1193.177452,0,0,0,0,0,0,5443,7215,7,1,0.5,0,10,0,999,7.1875,0.881504742,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1020002,10200020205,Trout Brook Twp,21826,27.992832,0,0
4583,25444,46.13463392,-68.79928613,2,1,0,0,0,0,0,140,0.344422834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.413307401,2173.287502,0,999,0,0,0,0,2133620,7222,5,1,0.625,31.25,10,0,999,28.75,0.806036849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020002,10200020302,T6 R8 WELS,19831,50.986944,0,0
4584,25445,46.1329104,-68.79856465,2,1,0,0,0,0,0,0,13.86570126,1360.155681,0,0,6800.778406,1,1,0.980059305,0.459962668,0.798856185,0,0,0,0,0,0,0,0,0,0,0,0,999,1,4.988810935,3450.447536,4.857934521,1.9630959,0,0,2,0,5445,7224,7,1,0.5,2,9.82,0,999,7.0975,0.629409427,0,0,0,0,8309.234581,6800.778406,0,8309.234581,8309.234581,0,0.67,0.683,0.683,0.67,0.191,0.42,0.552833333,31728.48215,1020002,10200020302,T6 R8 WELS,19831,39.98976,1.897483617,1.897483617
4585,25446,45.97109783,-68.79853526,2,0,0,0,0,0,0,0,0.344422834,0,0,0,0,0.999999999,1,1,0.784839327,0.978170157,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0.413307401,1193.177452,0,0,0,0,0,0,5446,7225,7,1,0.5,0,10,0,999,7.1875,0.881504742,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1020002,10200020502,T4 R8 WELS,19825,27.992832,0,0
4586,25447,46.06244533,-68.79633237,2,1,0,0,0,0,0,0,8.585837523,0,0,0,0,0.999999999,1,1,0.784839327,0.978170157,0,0,0,0,0,0,0,0,0,0,0,0,999,1,3.089142001,685.6959411,1.593531146,1.979848584,0,0,7,0,5447,7227,7,1,0.5,7,9.37,0,999,6.8725,0.881504742,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1020002,10200020303,T5 R8 WELS,19828,27.992832,4.770848251,4.770848251
4587,25448,45.97048027,-68.79618402,2,1,0,0,0,0,0,0,16.68070355,4029.625249,0,0,3905.215699,1,0.979175967,0.99999433,0.370172425,0.661578626,0,0,0,0,0,0,0,0,0,0,0,0,999,0,20.01684426,57786.643,7.466755804,1.979848584,0,0,1,0,5448,7228,7,1,0.5,0,9.91,0,999,7.1425,0.515875526,0,0,0,0,3905.215699,7153.797809,0,15832.69545,15832.69545,0,0.538,0.569,0.564,0.538,0.111,0.314,0.439,42724.40441,1020002,10200020502,T4 R8 WELS,19825,27.992832,1,0
4588,25449,46.05428938,-68.79504225,2,1,0,0,0,0,0,0,14.80446833,0,0,0,0,1,0.952513984,0.929558634,0.172392588,0.339594208,0,0,0,0,0,0,0,0,0,0,0,0,999,1,5.326574699,2948.087638,5.657397814,1.979848584,0,0,2,0,5449,7229,7,1,0.5,2,9.82,0,999,7.0975,0.255993398,0,0,0,0,230.841072,0,0,230.841072,230.841072,0,0.441,0.48,0.472,0.441,0.067,0.233,0.355666667,692.523216,1020002,10200020303,T5 R8 WELS,19828,27.992832,1.897483617,1.897483617
4589,25450,46.07126863,-68.7738842,2,1,0,0,0,0,0,0,17.06529,17142.58946,0,0,17142.58946,1,0.981265269,1,0.394619779,0.694043991,0,0,0,0,0,0,0,0,0,0,0,0,999,1,6.140007188,4424.359557,7.873241927,1.979848584,0,0,1,0,5450,7241,7,1,0.5,1,9.91,0,999,7.1425,0.544331885,0,0,0,0,17142.58946,17142.58946,0,17142.58946,17142.58946,0,0.552,0.582,0.577,0.552,0.119,0.327,0.4515,68570.35786,1020002,10200020302,T5 R8 WELS,19828,27.992832,1,1
4590,25451,45.9548625,-68.72609108,2,1,0,0,0,0,0,0,8.206001967,0,0,0,0,1,1,1,0.622733175,0.909448564,0,0,0,0,0,0,0,0,0,0,0,0,999,1,2.952479041,613.5641648,1.43436752,1.979848584,0,0,14,0,5451,7273,7,1,0.5,10,8.74,0,999,6.5575,0.766090869,0,0,0,0,0,0,0,263.34198,263.34198,0,0.735,0.74,0.742,0.735,0.287,0.526,0.6275,526.68396,1020002,10200020502,T4 R8 WELS,19825,27.992832,7.758281633,7.758281633
4591,25452,45.97369026,-68.71771841,2,1,0,0,0,0,0,0,11.10147824,0,0,0,0,1,1,0.983354577,0.505298704,0.817971817,0,0,0,0,0,0,0,0,0,0,0,0,999,1,3.994257127,1331.809375,2.896617363,1.979848584,0,0,3,0,5452,7283,7,1,0.5,3,9.73,0,999,7.0525,0.661635261,0,0,0,0,0,0,0,3005.217203,3005.217203,0,0.627,0.648,0.646,0.627,0.171,0.401,0.52,6010.434406,1020002,10200020304,T4 R8 WELS,19825,27.992832,2.585032607,2.585032607
4592,25453,45.9731132,-68.70323919,2,0,0,0,0,0,0,0,0.344422834,0,0,0,0,0.999999999,1,1,0.784839327,0.978170157,0,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,0,5453,7298,7,1,0.5,0,10,0,999,7.1875,0.881504742,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1020002,10200020304,T4 R8 WELS,19825,27.992832,0,0
4593,25454,45.9644534,-68.70269175,2,0,0,0,0,0,0,0,0.344422834,0,0,0,0,1,1,1,0.773383195,0.975812768,0,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,0,5454,7299,7,1,0.5,0,10,0,999,7.1875,0.874597982,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1020002,10200020304,T4 R8 WELS,19825,29.99232,0,0
4594,25455,45.92608259,-68.7019424,2,0,0,0,0,0,0,0,0.344422834,0,0,0,0,0.999999999,1,1,0.784839327,0.978170157,0,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,0,5455,7302,7,1,0.5,0,10,0,999,7.1875,0.881504742,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1020002,10200020502,T3 R8 WELS,19822,27.992832,0,0
4595,25456,45.9631075,-68.69742042,2,0,0,0,0,0,0,0,0.344422834,0,0,0,0,0.999999999,1,1,0.784839327,0.978170157,0,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,0,5456,7306,7,1,0.5,0,10,0,999,7.1875,0.881504742,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1020002,10200020304,T4 R8 WELS,19825,27.992832,0,0
4596,25457,45.97402296,-68.69048054,2,1,0,0,0,0,0,0,7.169108289,0,0,0,0,1,1,1,0.658468133,0.92982006,0,0,0,0,0,0,0,0,0,0,0,0,999,0,8.602929947,24835.80504,1.047675473,1.979848584,0,0,15,0,5457,7319,7,1,0.5,4,8.65,0,999,6.5125,0.794144097,0,0,0,0,0,0,0,2012.0772,2012.0772,0,0.775,0.774,0.777,0.775,0.353,0.581,0.6725,4024.1544,1020002,10200020304,T4 R7 WELS,19824,27.992832,8.1395142,4
4597,25458,45.88486941,-68.68263309,2,1,0,0,0,0,0,0,12.74071469,0,0,0,0,1,0.979701444,1,0.376124815,0.669650638,0,0,0,0,0,0,0,0,0,0,0,0,999,1,4.584046315,1937.28487,3.990167056,1.979848584,0,0,3,0,5458,7327,7,1,0.5,3,9.73,0,999,7.0525,0.522887727,0,0,0,0,868.9680384,0,0,868.9680384,868.9680384,0,0.542,0.572,0.567,0.542,0.113,0.317,0.442166667,2606.904115,1020002,10200020502,T3 R7 WELS,19821,27.992832,2.585032607,2.585032607
4598,25459,45.87181232,-68.67333205,2,0,0,0,0,0,0,0,0.344422834,0,0,0,0,0.999999999,1,1,0.784839327,0.978170157,0,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,0,5459,7336,7,1,0.5,0,10,0,999,7.1875,0.881504742,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1020002,10200020507,T3 R7 WELS,19821,27.992832,0,0
4599,25471,46.03725153,-68.57066597,2,0,0,0,0,0,0,0,0.344422834,0,0,0,0,0.999999999,1,1,0.784839327,0.978170157,0,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,0,5471,7485,7,1,0.5,0,10,0,999,7.1875,0.881504742,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1020002,10200020408,T5 R7 WELS,19827,27.992832,0,0
4600,25472,45.88026782,-68.56965092,2,1,0,0,0,0,0,0,11.04204788,0,0,0,4791.73376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,1,3.972874373,1396.902165,2.860683203,2.786518162,0,0,13,0,5472,7491,7,1,0.5,4,8.83,0,999,6.6025,0.228257286,0,0,0,0,4791.73376,0,0,0,0,0,0,0,0,0,0,0,0,4791.73376,1020002,10200020505,T3 R7 WELS,19821,29.99232,7.368086427,4
4601,25473,46.06708825,-68.5636091,2,1,0,0,0,0,0,0,8.444801379,0,0,0,0,1,1,1,1,0.9905311,0,0,0,0,0,0,0,0,0,0,0,0,999,1,3.038397892,432.5120847,1.533317609,1.604089677,0,0,7,0,5473,7493,7,1,0.5,7,9.37,0,999,6.8725,0.99526555,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1020002,10200020407,T5 R7 WELS,19827,15.995904,4.770848251,4.770848251
4602,25474,45.88035877,-68.56506398,2,1,0,0,0,0,0,0,15.64600719,0,0,0,0,1,1,1,0.649579606,0.9270207,0,0,0,0,0,0,0,0,0,0,0,0,999,1,5.629356232,3688.724642,6.433622572,4.47194818,0,0,5,0,5474,7494,7,1,0.5,1,9.55,0,999,6.9625,0.788300153,0,0,0,0,0,0,0,0,0,0,0.782,0.779,0.783,0.782,0.362,0.587,0.679166667,0,1020002,10200020505,T3 R7 WELS,19821,29.99232,3.752336421,1
4603,25475,45.66775256,-68.56407675,2,0,0,0,0,0,0,220,0.344422834,0,0,0,0,1,1,1,0.580854444,0.916175928,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.413307401,2982.943631,0,0,0,0,0,0,42758796,7499,5,1,0.875,0,10,0,999,24.25,0.748515186,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1020002,10200020507,East Millinocket,19170,69.98208,0,0
4604,25476,45.66528615,-68.56403171,2,1,0,0,0,0,0,0,0.344422834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,999,0,0,0,0,5476,7501,7,1,0.5,25,10,0,999,7.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020002,10200020507,East Millinocket,19170,27.992832,0,0
4605,25479,45.967624,-68.51982026,2,1,0,0,0,0,0,185,13.06022536,0,0,0,0,1,1,1,0.632113297,0.921204686,0,0,0,0,0,0,0,0,0,0,0,0,999,0,15.67227043,54939.49437,4.226755049,7.125271941,0,0,60,0,5479,7567,6,1,0.5,31.25,4.6,0,999,11.21639394,0.776658992,0,0,0,0,0,0,0,0,0,0,0.795,0.79,0.794,0.795,0.381,0.598,0.692166667,0,1020002,10200020504,Patten,19520,33.991296,21.11322604,21.11322604
4606,25481,45.90889999,-68.50207645,2,1,0,0,0,0,0,0,27.20980113,0,0,0,0,1,1,1,0.595053736,0.87554143,0,0,0,0,0,0,0,0,0,0,0,0,999,0,32.65176136,65647.02496,23.29933814,2.721427281,0,0,1,0,5481,7576,7,1,0.5,1,9.91,0,999,7.1425,0.735297583,0,0,0,0,0,0,0,0,0,0,0.629,0.651,0.648,0.629,0.189,0.429,0.529166667,0,1020002,10200020504,Stacyville,19570,19.495008,1,1
4607,25483,44.5910076,-68.86772004,2,1,0,0,0,0,0,46,13.93169983,977.114296,3253.790606,3253.790606,4885.57148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,16.7180398,55985.45336,4.911878697,5.147634455,0,0,8,0,5483,1436,6,1,0.5,8,9.28,0,999,17.06516538,0.443144712,0,0,0,4885.57148,4885.57148,4885.57148,4885.57148,4885.57148,4885.57148,0,0,0,0,0,0,0,0,29313.42888,1020005,10200050906,Frankfort,27050,32.47168512,5.242743689,5.242743689
4608,25484,45.99962316,-68.44672582,2,1,0,0,0,0,0,2300,11.17246229,0,0,0,6796.43508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13.40695475,145142.0547,2.939872783,10.03205993,0,0,100,0,2132951,6233,3,2,0.625,31.25,1,0,999,18.8125,0.525120297,0,0,0,0,6796.43508,0,0,0,0,0,0,0,0,0,0,0,0,6796.43508,1020003,10200030107,Patten,19520,104.97312,29.88089912,29.88089912
4609,25489,45.78496113,-68.42570964,2,0,0,0,0,0,0,0,0.344422834,0,0,0,0,1,1,1,0.626708525,0.911876682,0,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,0,5489,3636,7,1,0.5,0,10,0,999,7.1875,0.769292603,0,0,0,0,0,0,0,0,0,0,0.739,0.743,0.746,0.739,0.293,0.531,0.631833333,0,1020005,10200050101,Benedicta Twp,3050,27.992832,0,0
4610,25491,45.85137277,-68.43210572,2,0,0,0,0,0,0,0,0.344422834,0,0,0,0,0.999999999,1,1,0.784839327,0.978170157,0,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,0,0,0,0,0,5491,3653,7,1,0.5,0,10,0,999,7.1875,0.881504742,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1020005,10200050101,Herseytown Twp,19803,27.992832,0,0
4611,25496,45.62454994,-68.51024812,2,0,0,0,0,0,0,0,0.344422834,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0.413307401,0,0,0,0,0,0,0,5496,7646,7,1,0.5,0,10,0,999,7.1875,1,0,0,0,0,0,0,0,0,0,0,0.684,0.697,0.697,0.684,0.224,0.463,0.574833333,0,1020005,10200050102,Medway,19420,27.992832,0,0
4612,25506,45.86214859,-68.95812274,2,1,0,0,0,0,0,188,14.45389551,0,0,0,0,1,1,1,0.541539019,0.883269594,0,0,0,0,0,0,0,0,0,0,0,0,999,0,17.34467461,97390.72929,5.350720788,3.485336864,0,0,3,0,5506,7616,6,1,0.5,0,9.73,0,999,17.62754725,0.712404307,0,0,0,0,0,0,0,0,0,0,0.829,0.816,0.822,0.829,0.438,0.623,0.726166667,0,1020001,10200010902,T3 R10 WELS,21841,54.44605824,2.585032607,0
4613,25507,45.86982935,-68.96536913,2,1,0,0,0,0,0,188,10.2722738,0,0,0,3421.954592,1,1,1,0.736347271,0.961534231,0,0,0,0,0,0,0,0,0,0,0,0,999,0,12.32672856,30858.18222,2.418165127,5.817031637,0,0,71,0,5507,7617,6,1,0.5,41,3.61,0,999,9.979153833,0.848940751,0,0,0,0,3421.954592,0,0,0,0,0,0.836,0.827,0.832,0.836,0.513,0.692,0.756,3421.954592,1020001,10200010902,T3 R10 WELS,21841,24.27378432,23.67809684,23.67809684
4614,25508,45.87422551,-68.96484965,2,1,0,0,0,0,0,188,9.665536127,0,0,0,5770.637285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,11.59864335,43158.65489,2.098921024,6.079545305,0,0,100,0,5508,7618,6,1,0.5,17,1,0,999,6.717338992,0.741859662,0,0,0,0,5770.637285,0,0,0,0,0,0,0,0,0,0,0,0,5770.637285,1020001,10200010902,T3 R10 WELS,21841,36.08076096,29.88089912,17
4615,25509,45.88544154,-68.99946974,2,1,0,0,0,0,0,188,17.5069048,22249.94018,0,0,8810.23788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,21.00828576,120799.4856,8.35521334,6.83271581,0,0,5,0,5509,7621,6,1,0.5,4,9.55,0,999,17.4025945,0.706047232,0,0,0,0,8810.23788,22249.94018,0,26510.54957,26510.54957,0,0,0,0,0,0,0,0,84081.2772,1020001,10200010901,T3 R10 WELS,21841,55.75572288,3.752336421,3.752336421
4616,25516,46.00156296,-68.57486823,2,1,0,0,0,0,0,0,0.344422834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,999,0,0,0,0,5516,7472,7,1,0.5,31.25,10,0,999,7.1875,0.81709402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020002,10200020408,T4 R7 WELS,19824,29.52244032,0,0
4617,25517,46.03364165,-68.57286488,2,1,0,0,0,0,0,0,0.344422834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,999,0,0,0,0,5517,7477,7,1,0.5,31.25,10,0,999,7.1875,0.875663188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020002,10200020408,T4 R7 WELS,19824,29.68239936,0,0
4618,25518,46.03112228,-68.56947165,2,1,0,0,0,0,0,0,10.94748561,2115.709777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,1,3.938851337,1197.749676,2.804033222,5.939233087,0,0,100,0,5518,7489,7,1,0.5,43.75,1,0,999,2.6875,0.83996546,0,0,0,0,0,10578.54888,0,10910.8617,10910.8617,0,0,0,0,0,0,0,0,32400.27228,1020002,10200020408,T4 R7 WELS,19824,25.91336448,29.88089912,29.88089912
4619,25523,45.9120749,-68.55391328,2,1,0,0,0,0,0,0,7.472833979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,1,2.945311028,596.7529214,1.153809746,0.760633397,0,0,2,0,5523,7590,7,1,0.5,2,9.82,0,999,7.0975,0.866591009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020002,10200020504,Stacyville,19570,27.22302912,1.897483617,1.897483617
4620,25524,45.90540799,-68.58736003,2,1,0,0,0,0,0,0,8.468169402,0,0,0,0,1,1,0.979737073,0.466517016,0.771737229,0,0,0,0,0,0,0,0,0,0,0,0,999,1,3.046805591,617.0028553,1.543202963,1.039323931,0,0,3,0,5524,7455,7,1,0.5,3,9.73,0,999,7.0525,0.619127123,0,0,0,0,0,0,0,0,0,0,0.582,0.609,0.605,0.582,0.141,0.362,0.480166667,0,1020002,10200020507,T3 R7 WELS,19821,25.58344896,2.585032607,2.585032607
4621,25543,45.5299711,-68.3695616,2,1,0,0,0,0,0,0,15.36061363,0,0,0,0,0.999999999,1,1,0.784839327,0.978170157,0,0,0,0,0,0,0,0,0,0,0,0,999,1,6.05416698,4248.640737,6.164000266,1.979848584,0,0,2,0,5543,3677,7,1,0.5,2,9.82,0,999,7.0975,0.881504742,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1020005,10200050104,Woodville,19620,27.992832,1.897483617,1.897483617
4622,25548,45.54390727,-68.3436197,2,1,0,0,0,0,0,0,0.344422834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,1,0,0,0,999,0,0,0,0,5548,3673,7,1,0.5,18.75,10,0,999,7.1875,0.878956065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020005,10200050103,Mattawamkeag,19400,26.24328,0,0
4623,25549,45.52847257,-68.36469893,2,1,0,0,0,0,0,194,0.344422834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0.413307401,2097.009372,0,999,0,0,0,0,5549,3635,6,1,0.5,13,10,0,999,17.96497637,0.811649102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020005,10200050104,Mattawamkeag,19400,49.19740224,0,0
4624,25550,45.52905657,-68.35967228,2,0,0,0,0,0,0,1100,0.344422834,0,0,0,0,1,1,0.977590273,0.409434198,0.826428593,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.413307401,5004.953277,0,0,0,0,0,0,42769140,3610,3,2,0,0,10,0,999,70,0.617931395,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1020005,10200050104,Mattawamkeag,19400,117.4199328,0,0
4625,25551,45.55934528,-68.38840347,2,1,0,0,0,0,0,1004,10.66186727,624.7310384,0,0,0,1,1,0.952860439,0.241525132,0.605732103,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12.79424072,108195.2281,2.636834643,5.357805639,0,0,100,0,2132403,3633,3,2,0.625,31.25,1,0,999,18.8125,0.423628618,0,0,0,0,0,3123.655192,0,3123.655192,3123.655192,0,0.682,0.689,0.691,0.682,0.168,0.378,0.548333333,9370.965576,1020005,10200050104,Mattawamkeag,19400,81.99900288,29.88089912,29.88089912
